wafer_id,sd_within,baseline,limit,exceeded
wf0001,6.626980627010266,,,False
wf0002,6.43427923363684,,,False
wf0003,8.63787226738694,,,False
wf0004,8.492743798724264,,,False
wf0005,7.545122440426371,,,False
wf0006,9.431080253268433,,,False
wf0007,8.529309541598924,,,False
wf0008,8.886892394030482,,,False
wf0009,7.948926305499149,,,False
wf0010,19.282706598639912,,,False
wf0011,30.10407231141277,,,False
wf0012,8.527023479683699,,,False
wf0013,10.45792632898914,,,False
wf0014,6.224786376727906,,,False
wf0015,6.8551687817034175,,,False
wf0016,7.246172039826905,,,False
wf0017,8.615961542839669,,,False
wf0018,5.777372836976695,,,False
wf0019,12.650706195449711,,,False
wf0020,7.311714510957296,,,False
wf0021,6.198690179053766,11.207945589528018,18.560769167626233,False
wf0022,7.643283812334674,11.021158539680691,18.251442958998187,False
wf0023,7.424145044449602,10.890371965698971,18.034855593320085,False
wf0024,8.892867585736099,10.76290401204876,17.82376398468649,False
wf0025,9.882282994951504,10.691518167973674,17.705546407421323,False
wf0026,10.610473688645376,10.660328277982767,17.653894805095046,False
wf0027,7.771309333465643,10.658415105800406,17.650726521757917,False
wf0028,17.551716506019932,10.565563166201477,17.496960302614927,True
wf0029,11.350088835640154,10.565563166201477,17.496960302614927,False
wf0030,11.13426467008889,10.594582328600353,17.545017100394766,False
wf0031,9.54601714839419,10.61364889290385,17.576592030521795,False
wf0032,18.477031128070653,10.579797076237286,17.520532179942226,True
wf0033,13.095250579151559,10.579797076237286,17.520532179942226,False
wf0034,8.665358918839296,10.670200852119223,17.670244150135428,False
wf0035,7.118572002794847,10.613283566705816,17.575987036932343,False
wf0036,11.414931954490182,10.524446700367358,17.428869926440303,False
wf0037,7.7971295079729614,10.551710144413535,17.474019190202647,False
wf0038,8.123454459709494,10.483057331581096,17.36032761296286,False
wf0039,10.768401440777705,10.42472714532554,17.26373068411931,False
wf0040,7.982942744312683,10.434164475998873,17.279359250013666,False
wf0041,11.096133804052489,10.377079426883505,17.184824313964107,False
wf0042,9.176232048208266,10.39613800064247,17.216386011456184,False
wf0043,9.650175323237955,10.367389934803091,17.168778159526656,False
wf0044,15.356316234946874,10.350488201257841,17.140788268572937,False
wf0045,6.10517556185124,10.497452405779201,17.38416638405678,False
wf0046,13.58369448017619,10.416362869139409,17.24987913583109,False
wf0047,10.142349397831454,10.498964471511826,17.386670420394694,False
wf0048,9.672423296976682,10.491171389068754,17.373764789904723,False
wf0049,8.580291540680722,10.47405307809085,17.3454162387753,False
wf0050,10.991963899093488,10.437338502280351,17.284615554005498,False
wf0051,7.833886253535561,10.449193465570897,17.30424780822808,False
wf0052,11.048698200960024,10.402394435621249,17.22674689735858,False
wf0053,20.447138218668496,10.415713534514904,17.24880381386582,True
wf0054,11.361081641468072,10.415713534514904,17.24880381386582,False
wf0055,25.438796270505954,10.435073397825194,17.2808644579106,True
wf0056,8.20848836610069,10.435073397825194,17.2808644579106,False
wf0057,7.650636393841305,10.396752339603239,17.217403379318153,False
wf0058,8.645698223349624,10.351683953981384,17.14276847896082,False
wf0059,11.890789866153776,10.322654171659213,17.094694094198314,False
