subgroup,xbar_normal,s_normal,xbar_scaled,s_scaled
1,99.38425358794807,1.188633498903344,133.25333241787018,2.909372244047863
2,99.8743122624405,1.6174560865462506,129.06293070714156,3.5242424230373146
3,100.76567369468273,2.269301412099353,102.19444847287988,2.294563794381144
4,100.49970732951071,2.504682063347734,133.34164224988868,2.189212993311702
5,99.70742962914876,2.52410361926522,117.40659752756373,2.4981794638209642
6,100.94309002379097,2.8696328543625786,94.03725111094124,1.1451956304016198
7,99.21721449436731,1.2733905336353106,99.90594746416949,1.3222088498223035
8,100.15645003299134,1.0093066641149568,151.98797906597005,2.0205969472868914
9,99.36976024702679,2.250859665463056,133.72877102059942,2.1655401474769023
10,100.03296703966362,2.521779473553929,120.20100605006773,2.5850482834690443
11,97.64179848532288,1.3479435208409776,114.09941058781267,1.8949512070761279
12,100.96376355931598,2.0491048519415997,69.05132180760067,1.8754993144217036
13,101.14300335020286,2.434709993810731,84.85032577156325,0.8919254313944085
14,100.1933694812677,0.6643494764536779,113.30171075754258,2.0563513728199
15,100.38077471888258,1.2339961876982832,110.6798273964312,0.9811014196498922
16,100.58796625919373,1.4539240891920875,25.5562837285142,0.44492114312198905
17,101.25711657159505,1.2345267104012279,91.3614496688617,1.4292015975930625
18,100.97784696988263,1.6418247119851335,54.759612285579024,1.3487187107150804
19,99.91195880298326,2.260809238112273,74.34157519746319,1.4977288108738487
20,100.66332875907744,1.9008067605952796,73.3158941413794,1.0818556192338051
21,100.16526374860955,0.902314867504364,101.31670755385318,1.9833524449045834
22,98.90384427679865,3.4140153961419073,76.27704812170282,1.223869069317381
23,97.82033690169857,1.91360404388758,100.6324455015537,2.527638569310553
24,101.14666149508918,2.454118094850807,101.08524962849242,2.184089961797206
25,99.60381812778789,1.6507919663790795,100.26751542550639,2.533569176353847
26,99.04615861675455,0.6218716482587404,131.8088757507277,1.8492944457308294
27,98.0225818689759,2.267085425050424,112.87654898001445,2.0511944870825105
28,99.77269259170824,1.2556477500030303,90.53633595572731,1.666062151807941
29,100.80019390790072,1.3579783107892869,74.60117832623246,1.8086495740174136
30,98.94866973106869,2.2591786852254003,90.41368113618265,0.9056579488047629
31,98.8063864038792,1.4116504312704239,123.77218485362542,2.4805293268102817
32,101.02955557267592,1.3834929484681873,88.86177021719375,2.868524362924264
33,100.22833215064405,1.8269734738342134,119.51046195750564,3.0549679148591737
34,101.40289552381621,2.092124553770396,94.7398740608941,1.9529264874408998
35,99.13291522302504,4.138543784941903,135.4838107885999,3.3259329755138998
36,99.26591705542245,0.6390125234414962,88.43843670506398,1.1481017321225737
37,99.80811151468978,1.7112635689602635,122.86690160023736,1.237146012976415
38,101.21243450821649,0.9289174079036303,78.23736081088528,1.8185336069952165
39,100.48111206316766,2.493235237293553,112.24854757486148,2.6797617844010992
40,100.10777790104805,0.7614980182749319,125.22599907134547,1.5047912615500758
41,99.28826480291772,1.143556386933412,110.24788998852804,2.727159303035688
42,101.24421094486544,1.4899934697679547,91.03035357719111,0.9424172738378997
43,99.96804466962134,2.9072989978018207,115.06770769344473,1.8266734632372355
44,100.36150735254549,1.8529841022942186,130.51347258271372,3.7183619988422905
45,100.84384768306627,3.0794451811331567,101.85559880924231,0.7894730067210637
46,100.05066509392051,1.6047793461504891,83.23674720123833,2.3854305888203857
47,99.21919032470682,2.4877642729256646,80.65267479034304,1.063189280891266
48,101.0392877796135,2.0789182097631653,82.7485057600534,1.7333051556925902
49,98.86840977507775,0.39501125290620914,74.46118716396789,1.1485661051198488
50,99.84908604275792,2.544275270374566,82.47084279342677,1.8673874208570889
51,100.36575853443384,2.26766732619946,132.43437094840823,2.88647172917777
52,100.73976298668595,0.899188126074866,85.37734307702398,1.2682677365135848
53,100.08671613709171,1.5394493452180549,115.90649581151104,2.18438238492841
54,101.58616649622677,1.4042841035921703,109.17713494301941,0.878161311198063
55,97.94588025037572,3.0873031912048585,127.86422292253653,2.5130888405991585
56,98.63590354409152,1.0336227629022572,101.83343765582659,2.2012243713889506
57,100.70978809889394,2.378776061345893,77.66200230874918,1.925304139220191
58,99.36123857232049,1.36763572098645,148.2589595683111,2.2603876598488912
59,100.09925693581943,0.7683631439001969,92.25896963351039,1.9861958241352273
60,98.7467161695733,1.1738378791149058,137.51164003790822,3.4367000657315496
61,99.54040456584875,2.1773229349669445,105.41227585766742,1.1510048994207582
62,99.66193592362241,2.3060679587248094,124.68930353908812,2.878858797391542
63,101.02931729837621,1.086783793419691,89.31085684445793,0.765344882875721
64,99.35786625899894,1.3845878934398275,90.32847933823227,1.8514431570567467
65,99.32446988022632,2.7174984404012434,78.87775285238953,1.1450548686031974
66,100.73694451580413,1.0182272104742833,134.46012477543906,3.1320522971320837
67,99.2054792088929,1.5073318774875781,78.39795557474388,1.121865989652723
68,99.83032968697945,2.4372529785521215,117.65293605729198,3.021835917502239
69,99.42521380130745,3.1793701465319884,101.56829566140021,1.566508797534677
70,99.71804204224824,2.1178990304392245,88.01825870054765,1.4742311868580866
71,100.22046559669086,2.5789572450877527,111.1605712893684,1.2980463592121887
72,99.62440080053577,1.21534606070569,76.09348271941583,1.2661196026481252
73,100.3367658032262,1.5662449960717204,120.81743058298488,2.0024890931618993
74,98.9282309635692,2.2976320638534835,106.05498994492125,1.440125998060143
75,100.63208264127881,2.2227126627381613,99.38399290764106,1.8098608649408867
76,101.0412380320982,2.7236178388903958,117.114183159049,1.1599876352884761
77,99.67949543148578,2.2958983211539996,95.9291941856408,2.3009207298946377
78,102.03588124470366,3.011263382949016,136.84667507940168,2.1976039039754593
79,99.03265271655964,0.5978901071343254,109.02685068278102,1.938782648652542
80,101.40163928297493,3.3114433786124335,97.69409369574738,1.500405567368887
81,100.21631149429231,2.713659501287695,85.934563938335,1.3926779313203088
82,99.0640512001842,0.5104855107978272,95.13446138737062,0.7134074920014346
83,99.42136006791989,1.7972348040740072,51.59764428989672,0.9847314776737203
84,99.77789751770732,1.7117046241821066,115.91376737354206,1.9526526388046392
85,99.61814653532511,0.8706982682951825,101.16434059937262,2.01402117856345
86,99.24664685383132,1.4007221675934185,111.96392255243923,2.326691257622542
87,99.51171140282013,2.114416686352771,121.3595738099992,2.4127968829152016
88,99.06602628434928,2.6007980457120876,63.74701742043986,0.4912254269571612
89,100.10478266973801,1.1021174191358059,101.49313356703836,0.614278916897054
90,100.12235795053455,1.3504382405498916,85.48017857354932,0.8602469971301789
91,99.9712717167058,2.5346001852670756,73.85265129444174,0.6149219131798954
92,99.64291068977616,1.1745367432245546,107.19077385586657,1.7354740215163798
93,100.918965169757,1.021596437455152,103.00346595443618,1.6144757123187008
94,99.68155646493761,1.3311489988075478,84.41059567794778,2.190995140632946
95,98.97456214616568,3.238999076888756,132.7397555338857,1.9669093493825816
96,100.86082284013136,1.8513231428440706,113.40611550855567,3.0679021483266595
97,99.22945306556066,1.4877186256460828,136.65124293626414,3.150388870017411
98,98.5366293172196,1.8195114440238036,86.40010439305517,1.8807535190514262
99,99.29346102211493,1.7552549621750428,111.64404639763332,2.149014440251021
100,100.43433727643263,3.1061761852418925,128.0102085987052,2.2074227611614248
101,99.01786328293932,0.9952214832421084,75.75742436852796,1.5301697485910004
102,99.05430726842499,1.332150190080211,104.94449710478887,1.689944715203279
103,99.49461407785506,1.0458353753462903,77.22896145006595,1.0391407198848261
104,99.88296374888508,1.8660081110916749,93.09766830607767,2.445710472481006
105,100.26231577997852,2.46920967895759,67.64357703936095,0.9954670339483734
106,99.68519512019343,2.4290182672804397,114.69206289031078,1.8147513076443127
107,98.97860782372092,0.8092704326118191,99.70028580971054,2.6553519338499885
108,100.24081440169485,2.359663983428452,116.79243425723868,3.124539935978456
109,100.25583529900152,1.6950928824841083,98.6124866260293,1.7614394957997122
110,98.73762976875904,1.5084957234298166,95.04540283627117,1.443184424813889
111,100.91626724586062,1.8698250416342082,103.58893233904928,1.5800545376282455
112,100.32744107995065,1.2880686398156702,89.54413911136929,2.3838253519960606
113,98.52226674003171,1.0588601915992193,123.35330237044404,1.7368493396701221
114,99.32009164133812,2.19702226055242,131.81227079574032,1.2601331863672214
115,99.35173616479346,2.856465267985426,129.81356839887545,2.9971555130707634
116,100.07870889273207,1.911381697822666,100.05016879008558,2.758817383118938
117,100.31765342386056,1.881649078930229,120.62178246051151,1.6758843710426596
118,102.63219628126781,1.2503649070253762,80.83013961334355,1.0928683720617702
119,100.95775188001002,1.990197979201755,98.45244326828268,1.3569658510989049
120,99.02672177755116,1.522837173987248,89.40522417573989,2.1221526419103482
121,101.33648550274795,3.892187889691639,91.75851731845542,1.2793231959609914
122,100.45847743433346,1.4630964833467994,128.42892888879172,2.8366038036171783
123,98.8934751370597,1.6336959639604265,112.51562849341371,1.028457581882044
124,100.25708130901091,2.26013083646751,123.39247257077716,1.8114006707110757
125,101.3719625126344,2.25101236675489,74.28041347790462,1.568008098855576
126,98.745213063975,2.5522929763725712,88.57143594694648,2.1084360186260103
127,98.13447203162285,3.1459567278209577,71.58196295771235,1.3942644978185827
128,97.85908614930057,2.007794786005625,90.16870724997068,1.1718466108882404
129,100.697824548389,1.6697354341904076,135.69755425307818,2.5176029347003666
130,99.33624898587776,1.5032026234162457,120.42932889663548,1.5047157188508766
131,99.00187284833338,2.2642266741953434,100.50368257250861,2.2766352110422057
132,100.82011048010733,1.5001388566794531,130.15225797543513,1.2866174459231723
133,101.0862984779244,1.6810260412260782,109.0524101405019,1.8520886616503431
134,98.8620656207171,3.011435650246312,64.34594849397834,1.2096400893804102
135,100.37508387274258,1.2674436812472978,89.3992652135279,2.282469383246892
136,100.898851199352,1.5936954441965299,111.55507373870844,1.3248946199311664
137,99.56038588447726,2.1821395797578425,121.02949635388606,3.675407918405362
138,99.37899162307318,1.9459565825047453,85.69293566339455,1.131176661974072
139,101.23328404975345,3.5365908927697776,142.97708164372827,4.096877707012377
140,99.52628339877003,1.3253022126746954,91.14628500538979,1.137563743553641
141,101.46904022072096,0.9242305067908659,116.22176508937594,1.2677611895979755
142,99.52642969552235,2.3870529546692363,86.86778936178133,1.2847945412602406
143,100.56952211244923,2.4085929527935868,104.53345818200812,2.1563691870835195
144,99.79407273078701,1.6317174316252578,120.0416482370583,2.4853581784063796
145,99.18030859914235,1.4666380025583778,87.76178007809906,1.1732722771506305
146,98.0463754370849,2.2433416847849457,87.80554520274254,0.4954639831576242
147,98.95769673180531,2.4497945519262885,121.23767862336493,3.3220571731636026
148,99.21195067135352,2.6133879695529862,116.3712086210127,1.8746768772194442
149,99.84667965688861,1.36441513260175,84.22419942492252,1.4579937088835135
150,101.33440109897364,2.76161667902683,94.53353847684004,2.5573729683079756
151,99.99324501856263,2.599703192193068,111.11607552803414,1.283125219227641
152,100.9714826126507,1.554759812004263,68.20852098347544,0.5627092409150558
153,98.96070262000862,0.3566915531466443,128.95176301651304,2.8768954439035883
154,100.81288804026322,1.6727988789033934,114.04332331195107,2.6685378233215116
155,99.2123827681243,3.014148188631321,114.59623937810038,2.964465180729384
156,99.69210592426124,1.189223493461038,120.28849950568606,3.1417042196274316
157,100.34006698376126,1.7114839873950125,143.97876034018077,2.446730057994737
158,100.06013827135246,1.8300765505797216,111.53226206458999,1.1571282463436798
159,99.45494653443563,1.056453079860579,92.31213603225875,1.8797252958614101
160,100.38169277331319,2.1119484178292267,109.77812226467529,3.445800134258547
161,100.47118413345287,2.169507844942366,106.23343167184142,0.9507258622016689
162,98.97690757557946,1.5513709509933102,69.23046115863494,0.9208590939409123
163,100.03390067934174,2.0040520567044044,78.66838209228783,1.2089381035188236
164,99.18468574624004,1.8240625325469089,70.99016158373784,1.8687882861878446
165,99.59144200603681,1.0413329829139624,100.57031009240268,1.4964724798195919
166,100.01082180527011,1.8067575744734954,82.84879766186104,0.988781042376973
167,100.90837657442792,1.44836140085194,125.79389217216544,2.118646248588034
168,99.06033898545412,1.3831403429272506,93.4793461303001,2.046606711061027
169,98.6207915381231,1.9690353172133443,89.17494321996136,2.187729126376055
170,100.4168866445144,1.6527551290481783,121.9901853545263,2.2714566822968885
171,99.88532912122372,0.577196635244086,134.27604618855753,2.3442922725636643
172,100.12017318911087,2.3293726790527964,102.27486836661004,1.4524087627233884
173,99.26578982455369,1.1718565296252175,103.99106345881395,2.5510470101248424
174,100.30383003086658,1.4075201140275064,112.85878862041629,1.8585802803635498
175,101.92122761037172,1.187617112270631,108.2922619237069,1.768201595991535
176,99.55306984042826,2.0407734898884415,87.3474129429392,2.4729195526699344
177,101.00537195608406,0.9539863554066799,90.4236965541451,2.4035265103698085
178,101.03730268131292,1.0914069126359471,85.68809824772802,0.5086143077207815
179,99.08976399532952,1.9505758430084301,74.50149740376403,1.9840078981763247
180,100.76709470069932,1.147247638962493,106.82411172780061,2.6851474420644896
181,99.52409640719087,1.654930877766726,108.63525992418313,1.9079534994777378
182,100.7379297822806,1.5700851235863598,90.87369279332606,1.9063608069360387
183,99.8979171772249,1.370489352592908,116.60712617933378,1.7527266095605787
184,99.77820714473528,2.0130307353233654,120.6202718077624,2.287377834394786
185,100.0896658354184,2.424023702859342,108.64113479922011,3.0322508938905197
186,100.36537445143638,0.8266490576120504,107.06456780131471,1.8263212299416953
187,100.42746848482741,1.5417703312150828,135.43462170121566,3.9353531610837367
188,102.51386586808044,1.0559110180641176,84.77610320174965,2.534729789026297
189,100.50056975387771,2.2071721738748105,109.61584126150248,2.3912139631032505
190,101.15391496757397,1.533640010851425,94.56872200483619,2.8432412894835384
191,101.21846762374415,1.1688693216370152,89.60325343061312,1.645760991612774
192,100.76447132747981,0.8380610741802236,115.11473792844569,2.5938366147324707
193,101.65804552503235,3.3061904857993802,84.9973636970005,1.3946952268249184
194,99.0772240468666,2.40061426223117,93.0584150398902,1.635736063293954
195,100.9997848366261,2.0170599026279445,95.08594477348036,2.8783674533552617
196,100.10679902121997,2.204542732145429,95.21919908620826,1.9504577537699421
197,99.59945469972328,1.4272094851412276,137.27379751498978,2.954928655494197
198,100.99855420817184,1.9686064917853665,94.33374204813451,0.933151606361099
199,100.79119523523265,2.118983245737537,106.13321755412903,2.4715532803148994
200,100.70266156521,0.8881801915850497,68.31343544281904,0.7782609522044472
