sample,sensor_1,sensor_2,faulted,t2,spe
1,408.40480735484124,25.781285981655845,False,2.159883212054825,0.12487268484543244
2,401.2740372057297,25.49114911891364,False,0.3341614934826742,0.02278481289166734
3,390.9197199093802,23.363271322601875,False,1.4166487540601098,0.0029507476176573134
4,405.5875011862472,25.57678825921478,False,0.781683784735502,0.03911360823617171
5,391.51540285809295,24.390007861667574,False,3.5830338410259768,0.2491310278617918
6,399.8352640429831,24.229114809640866,False,1.4010429950825487,0.11013360975282786
7,404.9512039906629,26.88836220164876,False,3.9115936082530256,0.2468792166152873
8,401.18114868545007,24.182184473058133,False,2.7630808075928774,0.22699979773464973
9,402.51720304812056,24.77403998745576,False,1.1547925528299712,0.09601471697625336
10,405.7134004585529,25.778459092012554,False,0.5564051641184606,0.012367086475440672
11,404.7058065664852,26.214365813427946,False,0.9670019011239726,0.03674815106663135
12,401.4375810245146,24.91588768727692,False,0.24882990345758524,0.020526593906610543
13,395.4613398145974,24.646914399473804,False,1.035242440418155,0.0712130543011128
14,413.28938866750076,27.337722299337095,False,2.8456316236683765,0.001549811794764959
15,407.96450624423215,26.389451785876307,False,1.0051655520965532,0.0003287069118854894
16,410.07383295138277,26.901257914806827,False,1.756066432199928,0.00156805903200998
17,400.78390275060616,24.964379115163563,False,0.04486655976159362,0.0036684553765321355
18,408.84793725030147,26.421274036147672,False,1.2255429683599957,0.0068249046479947765
19,410.72257063618827,26.19735674656246,False,2.7991245982895387,0.13032552138613782
20,400.01300679347577,24.336828811041883,False,1.1029096140669807,0.08739591193439157
21,389.68024920386466,23.494999319248926,False,2.099804221565912,0.05311231151195897
22,415.22421459651315,28.01781755849371,False,4.348813695338368,0.013431353685256565
23,408.5827678996298,26.629103313275547,False,1.2873213164686144,0.0017917778485846353
24,402.83948408275063,24.33934539257707,False,3.624272621566799,0.3026835170357709
25,402.23891549887526,25.266322637199472,False,0.07880186607388448,0.0020763462234510673
