contaminant,modified_z,classical_z
0.03,0.6744897501960817,1.1012833075768471
0.03168484451446833,0.7839644735638825,1.278507037487247
0.0334643123968678,0.9483799321230013,1.454880965465115
0.03534371783594507,1.1220292067970266,1.6285848068349036
0.03732867347317202,1.3054308824002476,1.7978439692487664
0.03942510716429381,1.499132668239615,1.9610182003152643
0.04163927968223003,1.7037130337894553,2.1166795819278312
0.043977803414197325,1.9197829362281167,2.263671385333113
0.0464476621088899,2.1479876449956254,2.401142528614465
0.04905623173269129,2.3890086688212264,2.5285563651713145
0.05181130249720171,2.6435657909756323,2.645676273854987
0.05472110212386406,2.9124192188260625,2.752533223091003
0.057794320415165856,3.1963718541134845,2.8493817724878836
0.061040135205796445,3.496271690732001,2.9366509275103527
0.0644682397712595,3.8130143471710727,3.0148952480754088
0.06808887177579402,4.14754574118346,3.0847501077576736
0.07191284384605355,4.500864914666494,3.146893428431689
0.07595157586184825,4.874027017192835,3.2020148584164185
0.08021712906038361,5.268146457100809,3.250792353477499
0.08472224205584318,5.684400229554596,3.2938754756883455
0.08948036888188471,6.12403143151323,3.331874392003755
0.0945057191706596,6.588352974105502,3.36535345137302
0.09981330058834528,7.078751503497307,3.3948282651459434
0.10541896365392041,7.596691541960755,3.4207653434409164
0.11133944907502856,8.143719861511821,3.4435835016946132
0.11759243774229487,8.721470103178039,3.4636564157784933
0.12419660353139703,9.331667655691055,3.4813158534707767
0.13117166907057948,9.97613480817386,3.4968552368762666
0.13853846464015354,10.65679619221052,3.5105332927597876
0.1463189903798812,11.375684529550668,3.522577627235497
0.15453648199001746,12.134946702613574,3.533188120944293
0.16321548012222134,12.93685016592076,3.5425400843422943
0.17238190366756267,13.78378971760415,3.550787143467617
0.18206312716049275,14.678294651212212,3.5580638475777393
0.19228806252993638,15.623036309172091,3.5644880038591236
0.20308724544164664,16.62083606046541,3.5701627529921156
0.21449292648967477,17.67467372634222,3.5751784042373056
0.2265391675092877,18.787696479235443,3.57961405104323
0.23926194329896266,19.96322824145169,3.583538988803658
0.25269924905523905,21.20477961170638,3.5870139559240237
0.266891213841272,22.516058349147883,3.5900922182208705
0.2818802204279474,23.900980446179954,3.5928205151732104
0.2977110318654526,25.363681823150387,3.59523988487194
0.31443092516329313,26.908530679830605,3.597386382805165
0.3320898324779791,28.540140540572835,3.5992917079570423
0.35074049023002024,30.263384032102543,3.600983748135126
0.37043859659555306,32.08340743509214,3.602487055002743
0.39124297784293194,34.00564605297278,3.603823257989727
0.4132157640110293,36.035840443881256,3.6050114250881324
0.4364225744538901,38.18005356421729,3.606068377504213
0.4609327138058499,40.44468887500832,3.6070089642256495
0.48681937895234284,42.83650946515457,3.607846301763094
0.5141598776245008,45.362658248664175,3.6085919836267806
0.5430358592703458,48.03067929619468,3.6092562634910603
0.573533558892054,50.84854036460579,3.609848215471903
0.60574405457748,53.824656691805096,3.610375874484804
0.639763539495036,56.96791612794779,3.6108463592544955
0.6756936091642045,60.28770567804167,3.6112659802051645
0.7136415648595922,63.79393953522441,3.6116403341637566
0.7537207340546016,67.49708868843105,3.6119743875529253
0.7960508088616998,71.40821219287228,3.6122725495290227
0.8407582034799902,75.53899019670905,3.6125387363293155
0.8879764317175745,79.90175882255423,3.6127764279273724
0.9378465057161253,84.50954700797104,3.612988717952592
0.9905173570684289,89.37611541498887,3.6131783577061998
